0.309570312,0.185546875,0
0.30078125,0.185546875,0
0.292578125,0.185546875,0
0.284960937,0.185546875,0
0.277929687,0.185546875,0
0.271484375,0.185546875,0
0.265625,0.185546875,0
0.260351562,0.185546875,0
0.255664062,0.185546875,0
0.2515625,0.185546875,0
0.248046875,0.185546875,0
0.245117187,0.185546875,0
0.242773437,0.185546875,0
0.241015625,0.185546875,0
0.23984375,0.185546875,0
0.239257812,0.185546875,0
0.239257812,0.185546875,0
0.23984375,0.185546875,0
0.241015625,0.185546875,0
0.242773437,0.185546875,0
0.245117187,0.185546875,0
0.248046875,0.185546875,0
0.2515625,0.185546875,0
0.255664062,0.185546875,0
0.260351562,0.185546875,0
0.265625,0.185546875,0
0.271484375,0.185546875,0
0.277929687,0.185546875,0
0.284960937,0.185546875,0
0.292578125,0.185546875,0
0.30078125,0.185546875,0
0.309570312,0.185546875,0
0.318945312,0.185546875,0
0.32890625,0.185546875,0
0.339453125,0.185546875,0
0.350585937,0.185546875,1
0.339453125,0.185546875,0
0.32890625,0.185546875,0
0.318945312,0.185546875,0
0.309570312,0.185546875,0
0.30078125,0.185546875,0
0.292578125,0.185546875,0
0.284960937,0.185546875,0
0.277929687,0.185546875,0
0.271484375,0.185546875,0
0.265625,0.25390625,0
0.260351562,0.25390625,0
0.255664062,0.25390625,0
0.2515625,0.25390625,0
0.248046875,0.25390625,0
0.245117187,0.25390625,0
0.242773437,0.25390625,0
0.241015625,0.25390625,0
0.23984375,0.25390625,0
0.239257812,0.25390625,0
0.239257812,0.25390625,0
0.23984375,0.25390625,0
0.241015625,0.25390625,0
0.242773437,0.25390625,0
0.245117187,0.25390625,0
0.248046875,0.25390625,0
0.2515625,0.25390625,0
0.255664062,0.25390625,0
0.260351562,0.25390625,0
0.265625,0.25390625,0
0.271484375,0.25390625,0
0.277929687,0.25390625,0
0.284960937,0.25390625,0
0.292578125,0.25390625,0
0.30078125,0.25390625,0
0.309570312,0.25390625,0
0.318945312,0.25390625,0
